,FIPS,ML,County,State,Prediction
3107,55061,,Kewaunee,Wisconsin,3
3108,55063,,La Crosse,Wisconsin,2
3109,55065,,Lafayette,Wisconsin,0
3110,55067,,Langlade,Wisconsin,0
3111,55069,,Lincoln,Wisconsin,0
3112,55071,,Manitowoc,Wisconsin,2
3113,55073,,Marathon,Wisconsin,3
3114,55075,,Marinette,Wisconsin,1
3115,55077,,Marquette,Wisconsin,0
3116,55078,,Menominee,Wisconsin,0
3117,55081,,Monroe,Wisconsin,-1
3118,55083,,Oconto,Wisconsin,2
3119,55085,,Oneida,Wisconsin,0
3120,55087,,Outagamie,Wisconsin,18
3121,55089,,Ozaukee,Wisconsin,8
3122,55091,,Pepin,Wisconsin,0
3123,55093,,Pierce,Wisconsin,1
3124,55095,,Polk,Wisconsin,0
3125,55097,,Portage,Wisconsin,0
3126,55099,,Price,Wisconsin,0
3127,55103,,Richland,Wisconsin,2
3128,55107,,Rusk,Wisconsin,0
3129,55109,,St. Croix,Wisconsin,4
3130,55111,,Sauk,Wisconsin,8
3131,55113,,Sawyer,Wisconsin,0
3132,55115,,Shawano,Wisconsin,2
3133,55117,,Sheboygan,Wisconsin,5
3134,55119,,Taylor,Wisconsin,0
3135,55121,,Trempealeau,Wisconsin,0
3136,55123,,Vernon,Wisconsin,0
3137,55125,,Vilas,Wisconsin,0
3138,55129,,Washburn,Wisconsin,0
3139,55131,,Washington,Wisconsin,9
3140,55135,,Waupaca,Wisconsin,1
3141,55137,,Waushara,Wisconsin,0
3142,55139,,Winnebago,Wisconsin,10
3143,55141,,Wood,Wisconsin,0
3144,56001,,Albany,Wyoming,1
3145,56003,,Big Horn,Wyoming,0
3146,56005,,Campbell,Wyoming,5
3147,56007,,Carbon,Wyoming,0
3148,56009,,Converse,Wyoming,5
3149,56011,,Crook,Wyoming,1
3150,56015,,Goshen,Wyoming,0
3151,56017,,Hot Springs,Wyoming,0
3152,56019,,Johnson,Wyoming,2
3153,56023,,Lincoln,Wyoming,1
3154,56025,,Natrona,Wyoming,6
3155,56027,,Niobrara,Wyoming,0
3156,56029,,Park,Wyoming,0
3157,56031,,Platte,Wyoming,0
3158,56033,,Sheridan,Wyoming,1
3159,56035,,Sublette,Wyoming,0
3160,56037,,Sweetwater,Wyoming,3
3161,56041,,Uinta,Wyoming,1
3162,56043,,Washakie,Wyoming,1
3163,56045,,Weston,Wyoming,0
